2019-03-29 07:46:46.956 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/audienceList]}" onto public java.lang.String com.yidatec.controller.AudienceController.audienceList()
2019-03-29 07:46:46.957 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/audienceEdit]}" onto public java.lang.String com.yidatec.controller.AudienceController.audienceEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.958 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findAudience]}" onto public java.lang.Object com.yidatec.controller.AudienceController.findAudience(com.yidatec.vo.AudienceVO) throws java.lang.Exception
2019-03-29 07:46:46.958 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveAudience]}" onto public java.lang.Object com.yidatec.controller.AudienceController.saveAudience(com.yidatec.model.Audience,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.962 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/availableSuppliersEdit]}" onto public java.lang.String com.yidatec.controller.AvailableSuppliersListController.availableSuppliersEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.963 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/availableSuppliersIndex]}" onto public java.lang.String com.yidatec.controller.AvailableSuppliersListController.availableSuppliersIndex()
2019-03-29 07:46:46.964 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/availableSuppliersList]}" onto public java.lang.String com.yidatec.controller.AvailableSuppliersListController.availableSuppliersList(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.964 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findAvailableSuppliers]}" onto public java.lang.Object com.yidatec.controller.AvailableSuppliersListController.findAvailableSuppliers(com.yidatec.vo.AvailableSupplierVO) throws java.lang.Exception
2019-03-29 07:46:46.965 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveAvailableSuppliers]}" onto public java.lang.Object com.yidatec.controller.AvailableSuppliersListController.saveAvailableSuppliers(com.yidatec.model.User,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.968 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/contractDownLoad]}" onto public void com.yidatec.controller.ContractController.orderTrackingDownLoad(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String) throws java.lang.Exception
2019-03-29 07:46:46.969 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/contractEdit || /contractEditAll || /contractCreate || /contractCreateAll]}" onto public java.lang.String com.yidatec.controller.ContractController.contractEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.970 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveContract]}" onto public java.lang.Object com.yidatec.controller.ContractController.saveContract(com.yidatec.model.Contract,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.971 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/ledgerView || /ledgerViewAll]}" onto public java.lang.String com.yidatec.controller.ContractController.ledgerView(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.971 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/contractListAll]}" onto public java.lang.String com.yidatec.controller.ContractController.contractListAll(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.972 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findContract]}" onto public java.lang.Object com.yidatec.controller.ContractController.findContract(com.yidatec.vo.ContractVO) throws java.lang.Exception
2019-03-29 07:46:46.973 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/checkLedgerInfo2]}" onto public java.lang.Object com.yidatec.controller.ContractController.checkLedgerInfo2(com.yidatec.vo.LedgerVO2,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.974 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/contractList]}" onto public java.lang.String com.yidatec.controller.ContractController.contractList(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.975 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveLedger]}" onto public java.lang.Object com.yidatec.controller.ContractController.checkLedgerInfo(com.yidatec.vo.LedgerVO,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.976 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/contractView || /contractViewAll]}" onto public java.lang.String com.yidatec.controller.ContractController.contractView(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.977 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/getContractCode]}" onto public java.lang.Object com.yidatec.controller.ContractController.getContractCode(com.yidatec.vo.ContractCodeVO) throws java.lang.Exception
2019-03-29 07:46:46.977 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/getABList],methods=[POST]}" onto public java.lang.Object com.yidatec.controller.ContractController.getABList(org.springframework.ui.ModelMap,java.lang.String) throws java.lang.Exception
2019-03-29 07:46:46.978 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/ledgerEdit || /ledgerEditAll]}" onto public java.lang.String com.yidatec.controller.ContractController.ledgerEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.978 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/loadABTable]}" onto public java.lang.Object com.yidatec.controller.ContractController.loadABTable(com.yidatec.vo.ABVO) throws java.lang.Exception
2019-03-29 07:46:46.979 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveHistory]}" onto public java.lang.Object com.yidatec.controller.CustomerController.checkLedgerInfo(com.yidatec.model.FollowHistoryVO,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.980 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/customerList]}" onto public java.lang.String com.yidatec.controller.CustomerController.customerList(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.981 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/customerEdit || /customerCreate || /customerEditAll || /customerCreateAll]}" onto public java.lang.String com.yidatec.controller.CustomerController.customerEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.982 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/historyEdit || /historyEditAll]}" onto public java.lang.String com.yidatec.controller.CustomerController.historyEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.983 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/getContact]}" onto public java.lang.Object com.yidatec.controller.CustomerController.getContact(java.lang.String)
2019-03-29 07:46:46.983 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveOwnerId]}" onto public java.lang.Object com.yidatec.controller.CustomerController.saveOwnerId(com.yidatec.model.Customer) throws java.lang.Exception
2019-03-29 07:46:46.984 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveCustomer]}" onto public java.lang.Object com.yidatec.controller.CustomerController.saveCustomer(com.yidatec.model.Customer,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.985 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findCustomer]}" onto public java.lang.Object com.yidatec.controller.CustomerController.findCustomer(com.yidatec.vo.CustomerVO) throws java.lang.Exception
2019-03-29 07:46:46.985 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/customerListAll]}" onto public java.lang.String com.yidatec.controller.CustomerController.customerListAll(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.986 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveDesigner]}" onto public java.lang.Object com.yidatec.controller.DesignerController.saveDesigner(com.yidatec.model.User,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.988 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/designerEdit]}" onto public java.lang.String com.yidatec.controller.DesignerController.designerEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.988 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/designerCaseList]}" onto public java.lang.Object com.yidatec.controller.DesignerController.designerCaseList(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.989 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/designerList]}" onto public java.lang.String com.yidatec.controller.DesignerController.designerList(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.989 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findDesigner]}" onto public java.lang.Object com.yidatec.controller.DesignerController.findDesigner(com.yidatec.vo.UserVO) throws java.lang.Exception
2019-03-29 07:46:46.990 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/deleteDictionary]}" onto public java.lang.Object com.yidatec.controller.DictionaryController.deleteDictionary(java.lang.String) throws java.lang.Exception
2019-03-29 07:46:46.991 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/dictionaryEdit]}" onto public java.lang.String com.yidatec.controller.DictionaryController.dictionaryEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:46.992 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/dictionaryList]}" onto public java.lang.String com.yidatec.controller.DictionaryController.dictionaryList(org.springframework.ui.ModelMap)
2019-03-29 07:46:46.992 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findDictionary]}" onto public java.lang.Object com.yidatec.controller.DictionaryController.findDictionary(com.yidatec.vo.DictionaryVO) throws java.lang.Exception
2019-03-29 07:46:46.993 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveDictionary]}" onto public java.lang.Object com.yidatec.controller.DictionaryController.saveDictionary(com.yidatec.model.Dictionary,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:46.994 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveExhibition]}" onto public java.lang.Object com.yidatec.controller.ExhibitionController.saveExhibition(com.yidatec.model.Exhibition,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.007 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/exhibitionList]}" onto public java.lang.String com.yidatec.controller.ExhibitionController.exhibitionList()
2019-03-29 07:46:47.008 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/exhibitionEdit]}" onto public java.lang.String com.yidatec.controller.ExhibitionController.exhibitionEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.009 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findExhibition]}" onto public java.lang.Object com.yidatec.controller.ExhibitionController.findExhibition(com.yidatec.vo.ExhibitionVO) throws java.lang.Exception
2019-03-29 07:46:47.018 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveFactory]}" onto public java.lang.Object com.yidatec.controller.FactoryController.saveFactory(com.yidatec.model.FactoryEntity,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.021 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/factoryEdit]}" onto public java.lang.String com.yidatec.controller.FactoryController.factoryEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.023 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findFactory]}" onto public java.lang.Object com.yidatec.controller.FactoryController.findFactory(com.yidatec.vo.FactoryVO) throws java.lang.Exception
2019-03-29 07:46:47.024 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/factoryList]}" onto public java.lang.String com.yidatec.controller.FactoryController.factoryList(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.025 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/fileupload],methods=[POST]}" onto public java.util.Map com.yidatec.controller.FileController.handleFileUpload(org.springframework.web.multipart.MultipartFile) throws java.io.IOException
2019-03-29 07:46:47.026 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/filedelete],methods=[POST]}" onto public java.util.Map com.yidatec.controller.FileController.filedelete(java.lang.String,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-03-29 07:46:47.027 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/paramList]}" onto public java.lang.String com.yidatec.controller.ParamController.paramList(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.028 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/paramSelectInit]}" onto public java.lang.Object com.yidatec.controller.ParamController.paramSelectInit(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.029 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveParam]}" onto public java.lang.Object com.yidatec.controller.ParamController.saveParam(com.yidatec.model.Param)
2019-03-29 07:46:47.029 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveParam2]}" onto public java.lang.Object com.yidatec.controller.ParamController.saveParam2(com.yidatec.vo.ParamVO,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.034 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/productInfoEdit]}" onto public java.lang.String com.yidatec.controller.ProductInfoController.productInfoEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.038 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/productInfoList]}" onto public java.lang.String com.yidatec.controller.ProductInfoController.productInfoList(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.039 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findProductInfo]}" onto public java.lang.Object com.yidatec.controller.ProductInfoController.findProductInfo(com.yidatec.vo.ProductVO) throws java.lang.Exception
2019-03-29 07:46:47.040 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveProductInfo]}" onto public java.lang.Object com.yidatec.controller.ProductInfoController.saveProductInfo(com.yidatec.model.Product,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.045 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveProjectOwnerId]}" onto public java.lang.Object com.yidatec.controller.ProjectController.saveProjectOwnerId(com.yidatec.model.ProjectEntity) throws java.lang.Exception
2019-03-29 07:46:47.045 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectListAll]}" onto public java.lang.String com.yidatec.controller.ProjectController.projectListAll(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.046 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectEditView || /projectEditViewAll]}" onto public java.lang.String com.yidatec.controller.ProjectController.projectEditView(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.048 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectList]}" onto public java.lang.String com.yidatec.controller.ProjectController.projectList(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.048 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findProject]}" onto public java.lang.Object com.yidatec.controller.ProjectController.findProject(com.yidatec.vo.ProjectVO) throws java.lang.Exception
2019-03-29 07:46:47.049 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectEditAll || /projectCreateAll]}" onto public java.lang.String com.yidatec.controller.ProjectController.projectEditAll(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.050 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectEdit || /projectCreate]}" onto public java.lang.String com.yidatec.controller.ProjectController.projectEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.056 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveProject]}" onto public java.lang.Object com.yidatec.controller.ProjectController.saveProject(com.yidatec.model.ProjectEntity,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.076 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectManagerEdit]}" onto public java.lang.String com.yidatec.controller.ProjectManagerController.projectManagerEdit(org.springframework.ui.ModelMap,java.lang.String)
2019-03-29 07:46:47.077 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/saveProjectManager]}" onto public java.lang.Object com.yidatec.controller.ProjectManagerController.saveProjectManager(com.yidatec.model.User,org.springframework.validation.BindingResult) throws java.lang.Exception
2019-03-29 07:46:47.077 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/findProjectManager]}" onto public java.lang.Object com.yidatec.controller.ProjectManagerController.findProjectManager(com.yidatec.vo.UserVO) throws java.lang.Exception
2019-03-29 07:46:47.077 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/projectManagerList]}" onto public java.lang.String com.yidatec.controller.ProjectManagerController.projectManagerList(org.springframework.ui.ModelMap)
2019-03-29 07:46:47.080 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/quotationDownLoadIndex]}" onto public java.lang.String com.yidatec.controller.QuotationController.quotationDownLoadIndex()
